ARocketLogger CSV File
File Version,3
Block Size,1
Block Count,1785059             
Sample Count,1785059             
Sample Rate,1
MAC Address,98:5d:ad:b2:2e:9d
Start Time,Wed Mar 10 03:16:18 2021
Comment,

,I1L_valid,I2L_valid,I1H [nA],I1L [10pA],V1 [10nV],V2 [10nV],I2H [nA],I2L [10pA]
1615676140.376113147,1,1,-48929,618214,-1162206,25842219,122966,6934
1615676141.379657085,1,1,-53135,349259,-1164049,25839771,122651,-266748
1615676142.383184790,1,1,-47727,508448,-1163312,25841607,125203,-58859
1615676143.386716196,1,1,-57247,-242034,-1164541,25841485,114806,-735308
1615676144.390249432,1,1,-48517,711628,-1162820,25842219,125707,112061
1615676145.393783830,1,1,-47695,620773,-1162206,25843443,127188,8738
1615676146.397315125,1,1,-48644,343055,-1163926,25841117,121044,-284032
1615676147.400846130,1,1,-49782,505153,-1163435,25842709,126243,-62484
1615676148.404380656,1,1,-50415,584196,-1161592,25843198,129299,26969
1615676149.407920076,1,1,-49877,740388,-1160854,25843810,128259,151674
1615676150.411443266,1,1,-49688,625610,-1162698,25842586,125928,15200
1615676151.414988222,1,1,-52060,339777,-1163312,25840505,124195,-294697
1615676152.418507036,1,1,-48897,500158,-1162452,25843688,126967,-67772
1615676153.422046741,1,1,-50478,551475,-1162206,25842953,127534,-12871
1615676154.425583089,1,1,-55507,48652,-1163681,25842341,123691,-300459
1615676155.429112042,1,1,-47284,629238,-1161469,25841852,126085,14920
1615676156.432642170,1,1,-51301,345771,-1164909,25841117,122494,-292666
1615676157.436177482,1,1,-49688,497196,-1161837,25843320,126400,-69191
1615676158.439707023,1,1,-48612,547216,-1161469,25843198,127440,-18125
1615676159.443248138,1,1,-46082,756985,-1161346,25844544,127125,176436
1615676160.446767283,1,1,-48486,628028,-1161592,25842953,129992,16198
1615676161.450311374,1,1,-51680,346998,-1163558,25841117,122935,-292736
1615676162.453838564,1,1,-49403,493446,-1162452,25842831,124415,-72973
1615676163.457377469,1,1,-50036,535491,-1162452,25842709,124289,-34902
1615676164.460909805,1,1,-47252,781048,-1160732,25844789,129110,208344
1615676165.464446282,1,1,-50573,533353,-1160977,25842709,126085,-92132
1615676166.467972140,1,1,-53957,411476,-1163681,25841729,122935,-230129
1615676167.471504655,1,1,-49213,477182,-1162698,25843320,127314,-93936
1615676168.475023496,1,1,-50700,517632,-1162452,25843565,124730,-50523
1615676169.478572173,1,1,-46715,799696,-1159626,25844422,129708,245383
1615676170.482101035,1,1,-48802,647815,-1160609,25844544,126747,36425
1615676171.485644894,1,1,-49751,541835,-1161960,25843198,126841,-80224
1615676172.489166395,1,1,-50099,434313,-1162698,25843198,125739,-146771
1615676173.492702856,1,1,-51617,514828,-1162329,25843443,125896,-52887
1615676174.496236217,1,1,-47885,801396,-1159134,25845156,129582,260373
1615676175.499771478,1,1,-49213,661240,-1162083,25843198,126337,50523
1615676176.503304651,1,1,-48517,549634,-1162452,25842586,127377,-72641
1615676177.506837360,1,1,-50573,402433,-1163189,25842953,124982,-187312
1615676178.510368189,1,1,-49371,513355,-1161837,25844177,129236,-53815
1615676179.513905847,1,1,-47410,799942,-1159626,25843932,129897,262247
1615676180.517429745,1,1,-48106,661889,-1161469,25844422,126652,52309
1615676181.520962552,1,1,-49719,585388,-1161837,25842709,126211,-29210
1615676182.524498594,1,1,-51459,418049,-1162943,25843688,122336,-169974
1615676183.528034049,1,1,-50478,518701,-1161837,25842586,125833,-50628
1615676184.531566791,1,1,-45260,800029,-1159748,25845156,128133,258132
1615676185.535096509,1,1,-47663,653792,-1160609,25844789,128732,44866
1615676186.538638822,1,1,-49719,540696,-1163066,25842953,126117,-79488
1615676187.542170063,1,1,-51111,428967,-1162083,25843443,123565,-145755
1615676188.545695643,1,1,-50225,514214,-1160854,25842709,126589,-53815
1615676189.549235757,1,1,-48201,798802,-1159748,25845891,127156,244700
1615676190.552756306,1,1,-49719,645222,-1162206,25843320,127093,34656
1615676191.556294006,1,1,-48929,458481,-1161960,25841729,124919,-175491
1615676192.559812436,1,1,-51807,478163,-1161223,25843320,124856,-91887
